Zip,Median,Mean,Pop
74134,45373,54524,12989
73440,46346,54526,379
87417,48836,54527,5746
75801,38432,54529,16799
58540,46019,54530,2279
58775,46019,54530,351
73735,48664,54531,692
4048,50684,54533,2288
59537,36453,54535,128
59538,36453,54535,3170
59544,36453,54535,232
59546,36453,54535,137
5701,42778,54541,20802
22454,41686,54544,1796
23115,41686,54544,146
59442,45823,54545,1978
24521,43060,54546,10576
36420,37369,54546,10673
16143,46134,54547,3111
32403,44676,54547,2995
27825,41458,54549,105
80830,44034,54549,254
80835,44034,54549,911
52647,45759,54550,229
33848,45518,54551,851
87024,50778,54552,2421
40012,52415,54553,589
23302,43212,54554,155
23303,43212,54554,741
23337,43212,54554,377
23356,43212,54554,1246
23395,43212,54554,645
23415,43212,54554,1893
23416,43212,54554,356
49616,44321,54557,1931
97357,44295,54557,253
23511,45811,54560,2457
68745,42607,54562,1681
23669,45328,54563,43148
83832,47198,54563,1524
54722,41760,54564,4016
18241,43696,54565,669
55407,46086,54565,37906
49916,43321,54566,2709
33039,46496,54567,122
74066,44574,54568,28708
88008,48873,54573,3409
38141,48731,54578,22462
49730,45822,54578,2014
47562,45550,54580,4658
64422,45425,54586,337
14590,44267,54587,5505
51011,43646,54587,79
56225,45835,54588,881
50217,43681,54589,631
35503,39730,54592,9068
58257,43747,54592,2337
44656,48862,54593,3184
65257,45873,54594,1564
51433,40712,54595,676
58529,39500,54598,793
58533,39500,54598,1010
58564,39500,54598,136
58569,39500,54598,115
79237,46953,54598,513
79240,46953,54598,60
48841,45748,54599,818
37918,45616,54600,42835
68717,42583,54600,233
68727,42583,54600,874
68749,42583,54600,88
32778,41423,54602,18617
32024,43185,54603,18706
56186,44017,54603,454
27263,38503,54604,18667
41101,36312,54605,18758
23313,36856,54607,78
23316,36856,54607,342
29418,47630,54611,23540
56455,41679,54611,1372
83334,43732,54615,2060
79065,39435,54619,20840
11430,50483,54620,197
34758,46659,54620,30879
50450,45147,54622,2897
27803,42241,54625,21248
45614,41374,54625,4766
70638,41415,54625,937
70644,41415,54625,308
70651,41415,54625,500
70654,41415,54625,155
70658,41415,54625,955
36116,43827,54626,43790
56521,41266,54626,740
64432,48350,54627,141
64433,48350,54627,210
64434,48350,54627,518
64476,48350,54627,379
85204,45808,54630,60885
46761,44878,54634,12039
58631,39366,54634,1281
50521,40464,54636,104
12812,44135,54637,160
12842,44135,54637,1260
12864,44135,54637,47
60966,42692,54637,1526
98570,44762,54638,3889
37019,39809,54639,694
58497,47616,54640,367
19082,44276,54641,38361
37180,46203,54642,3033
47841,44838,54642,2138
58783,39123,54642,410
30121,43156,54643,22078
92333,43199,54645,472
28712,41411,54647,17034
66014,48215,54647,349
39553,43870,54648,16124
48554,44177,54649,15
73639,43616,54651,659
95969,41972,54652,27549
52070,49832,54654,1128
62481,51569,54656,386
78336,40301,54662,11949
73772,41925,54664,5818
50571,46346,54665,394
50593,46346,54665,64
87582,48003,54665,1290
12468,44002,54666,1029
12754,34529,54671,6715
27207,47432,54671,3498
73832,42969,54671,960
47224,40866,54672,636
76388,35071,54672,203
79539,35071,54672,178
79544,35071,54672,512
79547,35071,54672,758
79548,35071,54672,174
57312,42852,54673,516
4408,44615,54674,178
65240,46659,54676,7590
64671,45941,54677,2062
23413,34744,54678,840
27253,46732,54680,26019
15677,43315,54684,455
49921,40396,54685,243
59211,39080,54685,164
83429,52813,54685,1048
83433,52813,54685,44
64485,47532,54687,8124
47424,47029,54689,9525
35052,40072,54690,277
52074,49043,54691,310
51648,45952,54692,255
66060,46075,54692,1122
97436,45425,54692,833
52072,49334,54694,381
69101,41176,54695,27061
99159,45176,54695,1375
76660,41071,54696,506
76676,41071,54696,413
59427,43662,54699,4876
22949,45295,54702,1300
32542,42302,54702,3457
97850,42948,54702,16264
54610,44702,54703,1624
44455,41491,54705,1915
29365,46123,54706,10146
76059,41825,54707,4881
88065,44536,54707,430
95432,37757,54709,426
52557,40766,54710,85
67567,46281,54710,526
74827,47833,54710,392
5777,45097,54711,3420
59353,40417,54711,1068
74477,47891,54713,6
79563,45985,54714,1159
54304,46004,54715,28153
52556,40875,54716,13247
50002,44272,54717,1297
34116,42474,54719,30005
14607,35417,54720,16210
53953,45374,54724,282
76501,40849,54724,16897
88025,44545,54724,330
88028,44545,54724,333
88051,44545,54724,100
88055,44545,54724,65
83337,42912,54726,33
99119,35637,54730,946
39562,49368,54731,16691
52659,46163,54731,1553
63101,41618,54732,2620
96061,38382,54734,36
96063,38382,54734,125
74434,43878,54735,8306
33162,43065,54739,43539
14551,46867,54741,5725
79782,38419,54744,3976
89317,50433,54746,327
15670,47514,54747,3786
18801,43679,54747,8193
27807,47812,54747,5459
5839,44803,54748,775
5841,44803,54748,425
35131,46468,54748,4159
40011,45700,54748,2549
99726,48839,54748,30
99756,48839,54748,119
99758,48839,54748,210
99767,48839,54748,24
99774,48839,54748,78
99777,48839,54748,246
99790,48839,54748,20
51232,41293,54749,875
66441,47946,54750,26746
58650,37967,54752,482
76686,47500,54754,285
14529,42057,54757,13
44266,46072,54759,33447
28610,45276,54760,8959
97435,45493,54760,2061
28054,43918,54761,33183
47147,47744,54761,945
80751,41982,54761,18857
32622,44464,54762,1294
67018,41940,54765,149
78419,41815,54768,694
25245,47902,54769,739
11433,41780,54771,28391
53901,42919,54773,14445
32570,46920,54775,28817
65662,31337,54775,1269
44669,47121,54776,1474
23410,42344,54778,2015
37409,41820,54778,2851
30164,50548,54781,16
70344,40001,54783,6143
85609,44463,54783,392
12953,41765,54785,16245
52164,50072,54787,212
59026,45689,54788,165
48732,42070,54789,11990
47281,47927,54791,1324
86052,47664,54791,28
64110,41624,54794,15318
93226,31054,54795,282
93255,31054,54795,614
93287,31054,54795,119
62045,44555,54796,647
84047,46940,54796,28936
26003,41655,54799,43002
76511,45501,54801,3317
44709,40469,54802,19050
54568,41915,54802,5198
39218,40392,54805,6140
59735,43648,54805,347
59747,43648,54805,210
59751,43648,54805,181
46714,43967,54806,14645
33060,41711,54807,32154
17740,46943,54808,13027
36353,42605,54808,1968
35620,43549,54811,8868
67009,41897,54811,856
67150,41897,54811,12
14510,47873,54814,5013
36092,44928,54814,20274
81019,46964,54815,1690
14743,47253,54818,1834
76648,41347,54818,2302
26519,42038,54821,1836
36587,42985,54821,12053
44883,42993,54822,29703
66621,51821,54822,643
73135,45016,54822,16730
35060,48162,54826,414
29693,40141,54831,14215
44515,47846,54833,28429
49891,39441,54836,814
59261,38001,54837,563
3830,46406,54838,1258
3872,46406,54838,3200
62427,45905,54839,1702
74145,46444,54839,17882
5657,48689,54840,56
44431,43276,54840,4770
61089,45663,54841,867
27052,46004,54843,10475
52147,50323,54843,1050
52166,50323,54843,104
50530,40683,54846,1205
97601,40019,54846,21760
47358,45940,54847,996
29450,42161,54849,3105
37148,48121,54849,21536
59214,48167,54849,137
59274,48167,54849,251
37347,41791,54852,7559
46124,46500,54852,8127
3773,49852,54854,7502
26180,45124,54856,2284
13787,49477,54857,3672
64858,46531,54859,166
14065,47789,54861,1884
51009,43495,54861,164
64830,47239,54862,639
64849,47239,54862,186
64857,47239,54862,424
28314,48368,54863,47761
56467,44357,54865,2148
5156,41948,54867,9226
67545,36992,54870,215
67578,36992,54870,1405
83636,43406,54871,153
14722,46855,54873,206
54826,44645,54873,807
93238,31128,54874,1490
13616,44791,54875,2261
32333,42887,54876,11330
40045,44680,54876,3451
70756,43085,54877,393
74531,46935,54877,1025
64085,42904,54878,8803
15747,46490,54879,2219
16823,45300,54880,21618
98557,49117,54880,3225
75439,43114,54881,868
83274,46570,54881,9246
60113,46985,54882,337
35118,48315,54883,3138
27947,45445,54884,884
39845,36135,54885,7871
85925,45314,54886,4893
2670,36555,54887,1630
61085,45786,54887,3443
91768,52262,54887,34148
29714,42362,54888,2927
37015,45250,54890,16790
35673,46628,54892,8199
73669,44006,54892,1631
48071,46703,54893,31098
47635,43873,54896,5671
59643,46776,54896,452
59647,46776,54896,274
96075,38565,54896,369
14706,46810,54897,6441
28312,44474,54899,16594
51439,44759,54899,1047
51654,46084,54900,526
12187,44480,54901,646
46254,45739,54904,38095
15352,41928,54906,1137
88316,44458,54906,2233
54622,48692,54907,2121
62242,47956,54908,1526
63330,45966,54908,125
33321,44102,54911,44327
55333,43526,54911,865
67363,48226,54913,78
32044,43890,54914,2060
37725,43196,54916,16919
62818,43902,54916,330
96040,40056,54918,341
62649,45006,54922,488
70730,41098,54923,3499
33956,44710,54927,3776
54949,49709,54928,3430
25844,49809,54929,1417
71301,33641,54929,22859
47832,44810,54934,1040
70732,43382,54938,1178
32409,44291,54939,8691
56156,45712,54939,5993
62016,45066,54939,3816
25009,46442,54940,1153
25051,46442,54940,164
25142,46442,54940,416
25169,46442,54940,516
62912,44906,54940,1179
76230,42522,54940,9711
86045,42783,54940,11354
62611,46252,54941,1067
58467,47495,54945,682
78112,46750,54945,7941
63662,45258,54948,1185
63781,45258,54948,1272
59420,46538,54949,160
12832,47353,54950,7035
48446,45435,54951,26565
13640,43266,54954,285
63388,42377,54955,710
65067,42377,54955,379
65077,42377,54955,561
73505,46836,54955,46655
30655,46331,54956,24136
68979,47028,54958,1880
46819,46978,54959,8765
70455,44189,54960,1474
99032,45555,54960,691
62325,45607,54962,403
12093,47590,54964,1499
62349,45618,54964,636
3603,49290,54965,5027
40356,43303,54967,32973
47553,43971,54970,8495
52040,44169,54970,5526
12828,49862,54971,8455
98563,47899,54972,8001
32141,47440,54973,17603
51454,49651,54975,1346
38222,44804,54976,2629
52310,46992,54977,6431
49757,48750,54978,523
88201,42789,54978,23240
48220,47433,54981,24946
76875,39897,54981,668
31625,46382,54982,1171
33016,43898,54982,45342
34224,44096,54982,15394
67118,49978,54982,810
14714,42654,54983,501
15341,41727,54985,975
95410,36588,54985,950
42037,27199,54988,29
44444,43724,54989,11248
17776,40190,54991,405
56276,45753,54991,290
65584,50332,54993,9855
88240,44452,54996,31643
98538,47884,54996,304
56590,43258,54997,418
82240,42940,54997,10235
38637,47219,54999,19945
75143,41796,54999,14619
76634,43366,54999,7093
77973,45806,55000,50
83201,44067,55000,37199
40004,45154,55001,28245
51338,46618,55001,1000
62571,49408,55002,1532
50525,44028,55006,3583
58464,39936,55006,315
70775,42590,55006,14720
21822,41691,55008,1194
45135,48866,55009,3810
69146,43314,55009,373
44840,45325,55010,2643
67642,43200,55010,1729
47836,47096,55011,47
2914,46275,55014,22316
52154,45387,55014,995
15801,42816,55015,20592
54657,45412,55015,411
2601,44219,55017,15104
14012,47926,55019,2537
68044,48484,55019,791
99134,45639,55019,643
99144,45639,55019,43
99154,45639,55019,20
73061,50332,55020,1327
4250,42531,55021,4037
28006,43336,55021,1139
32303,45390,55021,47359
33973,46108,55021,10798
35953,46150,55021,7319
24413,43481,55023,178
24433,43481,55023,99
24442,43481,55023,120
24458,43481,55023,442
24465,43481,55023,1382
57454,40825,55026,558
65041,44027,55026,5725
76549,50059,55029,44314
46738,49261,55033,7918
54945,49293,55037,3545
32347,40194,55039,8057
13667,39116,55042,3373
22922,45475,55044,1993
50025,43880,55044,3325
48650,44327,55045,7555
40006,50049,55047,5084
87072,48906,55049,663
87083,48906,55049,394
16262,46490,55050,3188
48866,47376,55052,4544
14891,46375,55056,4483
97838,45648,55056,21677
12817,43495,55057,2146
62432,52227,55057,571
61041,43096,55058,1327
20710,46938,55059,7998
36575,45403,55059,18345
53540,47273,55060,169
68061,43763,55060,2707
62517,44732,55061,226
62540,44732,55061,1492
62570,44732,55061,512
31638,46323,55062,1045
5743,46220,55063,4330
55334,44941,55063,3025
63339,46902,55063,1145
44490,46283,55068,785
14757,46893,55069,3628
88118,45996,55069,182
93933,44761,55069,19084
87022,43594,55072,858
58454,43538,55074,397
36026,45282,55078,1089
45168,48140,55081,1409
65354,47788,55081,628
43076,48421,55082,6856
88323,44598,55082,5
92637,38994,55083,16012
61516,48398,55084,661
85531,49666,55085,623
73625,44113,55088,671
75755,42789,55089,5719
53929,45869,55091,2782
55742,46466,55091,360
55784,46466,55091,88
55793,46466,55091,686
63060,50525,55091,2461
85648,44543,55091,19080
13140,46281,55092,4652
14486,45500,55092,286
14539,45500,55092,158
14592,45500,55092,80
52655,45208,55092,4219
53190,42459,55092,19200
2128,42613,55095,38185
48519,44809,55097,6885
51354,40333,55099,1096
74026,44095,55102,937
15310,41432,55103,339
15359,41432,55103,172
15380,41432,55103,901
17957,49286,55104,266
15738,49889,55106,247
15760,49889,55106,179
46759,45320,55107,652
46766,45320,55107,685
51350,40292,55107,411
93609,43737,55107,5640
62550,46709,55109,2869
71999,35458,55110,706
13668,42071,55111,3306
27941,45926,55111,457
27964,45926,55111,456
27966,45926,55111,988
77872,40298,55111,1716
68976,41442,55114,315
18459,46613,55115,62
62473,51814,55115,1422
77551,41190,55115,17753
77564,46456,55117,1988
97880,48418,55119,364
17212,45658,55123,744
78886,41427,55125,647
85390,40640,55125,8621
36511,39891,55126,764
36555,39891,55126,654
51061,45445,55128,510
85757,48510,55128,16988
97218,43637,55128,14214
42784,41145,55129,2685
67140,45603,55129,802
85735,45636,55129,11250
49706,45696,55131,4403
49342,41615,55133,1771
53950,44397,55134,5449
57324,50024,55137,383
57386,50024,55137,209
44815,50923,55138,760
95963,44407,55138,15493
10550,42807,55141,37904
80723,41547,55142,7179
51046,43827,55144,1660
78003,42085,55144,8689
68001,50722,55145,123
68014,50722,55145,333
68624,50722,55145,1138
72430,39668,55146,411
32432,41042,55149,89
40330,45654,55149,19334
25705,43049,55150,20711
57470,42082,55152,143
27041,43057,55153,6712
43732,49241,55154,1704
16728,46667,55156,25
16734,46667,55156,227
16826,46250,55156,479
54166,43943,55156,17002
73050,43355,55156,851
73058,43355,55156,320
44120,40988,55157,47597
14020,41262,55158,23194
15223,42694,55158,7854
15618,44449,55158,2660
78629,42355,55159,11887
18850,44351,55161,2297
30512,41325,55164,19490
35151,41364,55164,7632
47859,44984,55165,1066
64071,45553,55165,828
5680,48859,55166,2168
70454,45554,55166,24954
75482,42433,55166,24385
47501,43949,55167,17535
64457,48852,55167,329
49626,45940,55169,397
49634,45940,55169,135
28625,47546,55171,30278
17048,45697,55172,3686
75759,45665,55172,141
14718,47124,55173,2362
14823,49293,55173,3929
30124,44343,55173,2978
1550,48195,55176,17217
4957,42009,55176,4135
13301,45500,55176,119
43615,42225,55180,38278
54538,40133,55181,3137
48422,45129,55182,6285
82516,45407,55182,496
52212,46515,55187,285
74804,42759,55188,17666
66002,43703,55189,13755
54889,47638,55190,2742
56560,45491,55190,35016
15068,45023,55191,41737
22980,44036,55191,30234
50014,40269,55192,28094
64067,41966,55192,5789
4220,45756,55195,2584
44287,49805,55195,7152
68658,50148,55195,765
77979,44146,55195,17144
59215,47959,55196,1250
75844,35716,55197,5718
21531,44464,55198,2311
54756,43295,55198,916
44408,43694,55199,9584
15942,47935,55200,2311
35073,47630,55201,2382
75942,37757,55205,115
14041,45650,55206,183
43410,50580,55207,9946
44838,50441,55210,229
62531,46236,55210,1792
98846,40187,55210,1173
84779,45847,55212,641
33763,42036,55213,17887
16316,39410,55217,5619
62436,44200,55217,562
47542,47287,55218,9622
62421,47967,55219,778
32697,41897,55220,253
39766,43877,55220,2449
55971,46850,55221,2803
30296,47629,55222,25840
37030,40807,55224,6982
72464,39767,55226,98
62241,47431,55227,1061
13672,48104,55228,474
18071,50700,55230,10008
70755,44797,55230,2186
99324,39857,55230,9202
28560,40542,55231,25595
50557,41402,55231,750
18454,46779,55232,79
18455,46779,55232,90
18462,46779,55232,470
17744,45920,55233,3463
69127,43316,55233,771
69144,43316,55233,216
69155,43316,55233,1082
41503,36071,55234,570
41527,36071,55234,675
64804,43121,55235,37521
57257,39816,55237,810
74850,37900,55240,294
62261,48098,55241,152
81240,46388,55241,4323
52216,49062,55242,1428
49284,45333,55244,3017
85603,38164,55244,7155
18816,43705,55246,109
50536,43209,55247,4541
51520,45611,55247,233
51528,45706,55247,931
68771,44687,55251,1761
77954,42197,55251,11506
5101,37968,55254,4643
31512,42892,55255,2248
47994,49625,55255,476
14616,49118,55256,28383
61564,45263,55257,1077
47863,45482,55258,205
47876,45482,55258,394
47880,45482,55258,67
97350,45622,55258,274
28215,48010,55259,41818
65202,47225,55259,46547
68949,43510,55260,6865
96785,41068,55261,2646
30147,44715,55262,4365
67480,46396,55262,1805
75479,43359,55262,1849
18625,49321,55263,420
15020,44201,55264,292
51577,52445,55265,1184
51058,43927,55266,1007
5450,49027,55269,4977
19150,45898,55271,25440
65329,48075,55271,494
51556,48324,55272,437
59501,43584,55272,13247
37334,41323,55273,21700
61231,45076,55273,5627
85938,44271,55273,2366
18844,43767,55274,1759
12134,47134,55275,3709
44681,45838,55275,7541
33403,44632,55276,12042
37370,44692,55277,4652
43953,41379,55277,11492
44867,49176,55277,2420
61421,45203,55277,1392
55396,45802,55278,2309
70548,43106,55279,10353
54004,47882,55280,2317
12762,48411,55283,435
83263,45250,55284,9258
67526,45714,55285,2759
78412,42961,55286,36003
97756,46131,55286,21729
62348,46042,55290,170
62376,46042,55290,1198
32668,39671,55294,4836
83322,44145,55294,42
83327,44145,55294,970
89706,45035,55294,18290
24538,47649,55295,4742
52255,49167,55295,1208
98241,43891,55298,2129
50149,48373,55299,964
48616,45293,55300,7617
58622,44640,55302,1639
51453,44100,55303,695
74421,46698,55304,4245
67114,43536,55306,21852
17512,46508,55307,17333
56528,45546,55307,1666
98548,49273,55307,2193
56218,45622,55308,741
34602,38387,55309,6279
67863,46065,55314,305
13830,47180,55316,5022
29070,43183,55316,15273
42025,43066,55316,19305
24901,39748,55317,9128
62049,39521,55317,8470
61478,43891,55319,290
90020,39846,55319,38967
49855,42432,55321,30454
86046,44865,55322,6090
56358,48970,55323,3026
29588,44133,55325,36499
23503,44506,55328,30856
28349,39932,55328,3419
40160,45993,55328,23572
97462,44713,55328,3804
67525,45883,55330,1119
68626,48605,55331,720
13317,49256,55332,3862
80831,48755,55332,15211
54601,44025,55335,49282
37172,45266,55336,28291
51345,40679,55337,403
4010,42439,55342,1248
4022,42439,55342,1003
83611,49896,55342,2453
33909,46313,55343,23119
40475,41815,55343,55803
64056,47259,55343,16576
68521,47052,55344,25351
31756,45433,55345,966
14202,26963,55346,4027
23228,47480,55346,34198
48125,48102,55347,22665
68635,48388,55350,597
68667,48388,55350,104
68669,48388,55350,569
62650,45565,55351,26992
92553,46793,55351,73722
18642,45115,55354,4138
51630,46481,55355,173
51631,46481,55355,306
51636,46481,55355,405
51637,46481,55355,214
51647,46481,55355,141
51656,46481,55355,71
75470,42742,55358,288
75477,42742,55358,977
81425,44978,55360,5424
86327,44267,55360,8858
97843,39631,55360,634
47226,51342,55361,202
84321,43757,55361,44074
61348,52252,55362,4696
71063,35440,55362,748
92324,47213,55362,55806
68954,47450,55365,101
68975,47450,55365,188
95322,41171,55367,8942
47137,43087,55368,1421
70043,42930,55369,16760
56223,47510,55371,1568
14533,45776,55372,2007
19564,42500,55372,74
56663,48397,55372,214
15931,45844,55373,9092
97146,43789,55373,5012
53825,46892,55376,487
81253,38576,55377,410
14141,44355,55378,7781
46229,47917,55378,27262
77661,50133,55379,962
28711,41131,55381,12000
46974,49066,55381,1699
33837,47786,55383,20234
56601,44722,55385,28205
44643,48604,55389,3408
13045,43715,55390,28939
50129,45443,55390,5228
98626,45288,55390,24523
97543,39636,55391,916
55949,43466,55394,1824
56122,44431,55394,641
33598,41551,55395,13665
41183,38460,55395,1618
32219,49568,55396,11886
60476,50609,55398,2391
29920,42152,55401,9481
70637,41398,55401,654
47231,50114,55404,1167
57241,44171,55404,1048
61313,48337,55404,282
57761,46363,55405,1210
90302,42858,55405,29415
57270,40891,55406,904
97236,47870,55407,27705
47443,51402,55409,1233
47449,51402,55409,413
46072,47906,55411,9324
16317,49336,55413,1502
53007,48554,55414,1841
70583,42804,55414,11693
49337,45389,55415,11871
83218,45763,55416,338
56062,46720,55418,3361
71418,39834,55418,6238
39577,41743,55419,8613
46701,48118,55421,7979
57197,49137,55421,959
54635,46971,55422,1799
15624,52871,55424,399
80833,43467,55425,754
15678,49871,55427,466
75163,37601,55427,2285
3847,40661,55428,302
17702,48321,55428,10984
92115,44381,55432,58560
62547,46760,55434,804
30340,42561,55435,29394
58638,40191,55435,1098
62351,46222,55436,1856
53554,47695,55440,1134
76841,42392,55440,61
56031,43414,55443,12679
73132,44225,55444,25121
81610,49583,55444,446
81633,49583,55444,19
81638,49583,55444,112
81640,49583,55444,249
44613,48718,55445,2244
86323,43195,55445,15822
46172,48438,55450,2427
64761,49506,55450,1493
68713,45501,55450,2348
73527,47583,55452,4068
62691,46277,55453,2426
64471,46024,55455,483
36571,47092,55458,14423
33823,46981,55459,28874
55616,45452,55459,6740
35592,35944,55460,4664
15937,52299,55461,723
52654,47000,55462,1728
46747,50585,55463,2693
55921,42190,55463,5171
17084,45553,55464,3956
40008,52886,55465,3476
97603,48038,55465,28557
56537,43393,55466,19022
62692,46867,55466,2093
95430,39950,55468,44
95462,39950,55468,1417
95486,39950,55468,62
48746,46735,55472,8649
57744,47245,55472,2238
97206,48476,55472,45454
93458,46488,55474,55431
98368,44355,55474,14724
28742,46314,55476,2022
57232,41023,55481,299
57247,41023,55481,320
57421,41023,55481,88
57430,41023,55481,2243
45851,46733,55483,630
58424,48231,55485,355
27909,44381,55487,32941
63104,35656,55487,18656
43961,45754,55491,279
78342,43798,55492,386
76901,42643,55493,27969
67513,40521,55494,93
67553,40521,55494,114
49917,43880,55495,221
46214,46674,55496,24306
46794,46944,55497,1587
14228,43245,55499,16422
17074,46475,55499,7236
97634,47500,55500,174
17967,49237,55501,2499
18242,49237,55501,247
18248,49237,55501,617
99918,41815,55501,231
99919,41815,55501,531
99922,41815,55501,384
99927,41815,55501,94
56444,43609,55502,3098
47619,49677,55506,1696
16511,49342,55508,11743
78102,44827,55509,27593
62617,49900,55510,762
17047,47803,55511,2333
63775,45142,55511,16710
17756,45536,55514,11991
23091,44886,55514,309
29609,42953,55515,27232
46047,54766,55515,43
75057,44509,55516,12900
56256,47256,55517,3002
22971,45161,55518,1735
24581,45161,55518,23
77334,43688,55518,141
77367,43688,55518,143
15358,45575,55519,837
15429,45575,55519,144
51467,46821,55524,615
49425,45683,55526,3572
12308,45308,55527,13655
6511,38749,55530,53600
71049,41763,55532,3460
64855,45698,55533,2795
43523,44803,55534,36
43535,44803,55534,755
46760,46912,55534,1382
13782,39141,55536,775
68333,43435,55536,7509
30179,50336,55537,16807
22801,43298,55538,37838
75060,44157,55538,45980
54154,42676,55539,5548
15333,49369,55541,2277
62655,49578,55543,568
80860,30938,55543,594
47846,52399,55544,638
27574,47212,55546,13078
27829,36282,55546,1902
14859,48239,55547,1074
74423,44206,55547,1078
64423,49303,55550,761
98605,44409,55550,1225
15928,52475,55551,1995
50138,49539,55551,11720
52232,46435,55553,178
55954,42905,55554,1571
75901,40101,55554,29036
44231,48378,55555,8110
48873,51121,55555,1679
64656,51660,55557,240
64664,51660,55557,350
64686,51660,55557,271
56232,45364,55558,2474
50522,45732,55560,857
65583,44340,55560,12307
67301,44788,55560,13556
61953,47627,55561,6216
27103,43069,55562,26901
12996,45105,55563,1955
56758,48063,55566,469
56760,48063,55566,373
12724,52182,55567,264
13623,44395,55568,28
56312,44025,55568,2514
68134,47811,55568,28411
15774,45973,55570,3157
57331,47918,55570,459
40258,47731,55571,26465
47354,47409,55571,1129
42327,42741,55573,4037
91732,44934,55573,61386
56736,42731,55575,889
70392,42242,55576,8456
52231,49107,55577,328
61048,45611,55577,4360
34714,44468,55578,14685
57221,44138,55578,808
57345,41196,55580,1238
57346,41196,55580,68
57540,41196,55580,106
95988,43906,55580,8857
21524,52604,55583,604
21529,52604,55583,582
35085,43296,55583,8933
90805,46517,55583,93524
54726,45683,55585,1690
61449,44651,55585,512
56001,43380,55586,38955
75474,43904,55586,14882
24401,45549,55587,35499
46120,49067,55590,5954
57323,43958,55591,215
57337,43958,55591,140
57349,43958,55591,1493
81321,42341,55591,14459
57218,45363,55592,327
57237,45363,55592,665
56570,43570,55593,1257
97369,47809,55593,189
31602,43060,55594,34702
97058,45641,55595,18795
49961,44196,55596,139
52646,48285,55598,376
42503,41642,55601,22894
56738,47683,55602,1320
18853,43773,55603,4164
52211,46509,55603,2624
32565,48010,55604,5719
77073,47457,55605,34790
49303,51114,55606,1058
62830,45876,55606,1392
74651,50989,55607,747
16422,38528,55609,356
64137,50281,55611,10554
85630,44598,55611,2819
58647,39618,55612,1092
53809,43479,55613,4120
75487,41418,55613,1541
68641,46926,55614,1283
56531,43621,55615,2150
54950,48255,55618,3083
46175,48345,55619,597
49111,48190,55619,3621
80743,44675,55619,1074
97532,43800,55621,2378
46703,47144,55624,18029
63467,44211,55624,75
17059,45779,55625,6953
92284,42591,55626,25095
32204,32458,55628,6906
67451,47350,55629,948
36792,41710,55631,1169
79752,41797,55631,2245
28630,44328,55634,17977
67467,49702,55634,2904
75169,44535,55634,14644
32909,46458,55636,30120
66097,46811,55636,1071
95206,47189,55636,65004
35769,45606,55637,9537
29169,43046,55638,22845
44608,48960,55639,2667
92249,45716,55639,7334
54452,49033,55641,19360
68343,49442,55642,1092
56141,44690,55643,401
51334,41503,55644,7661
35184,48124,55645,5841
14821,45095,55646,3346
33917,45923,55649,28666
45652,42228,55649,3398
37804,45187,55650,24682
16372,47675,55653,521
28763,42180,55653,2012
28546,47398,55657,32016
36020,44285,55661,1123
77873,43568,55661,1292
14752,44219,55662,196
73567,49560,55663,823
16224,45955,55664,1249
62359,46498,55664,166
75651,46697,55664,2189
18473,44513,55665,502
45044,48026,55665,45060
58415,42305,55665,150
58431,42305,55665,154
18018,46494,55668,30915
87123,43641,55668,36003
99158,47055,55668,603
38552,39209,55670,275
38560,39209,55670,1425
68944,47660,55670,1341
17837,38724,55673,14095
62959,43335,55674,26948
15083,50700,55675,929
15660,50700,55675,304
71007,41643,55675,1141
96016,39767,55675,366
43926,47695,55676,277
44076,44713,55677,4648
57227,43710,55677,434
3264,43783,55678,6223
43351,45859,55678,10286
76856,41814,55678,3582
96771,41813,55680,8339
17056,47675,55681,96
29577,37933,55681,26934
36525,49266,55681,1935
63373,52730,55681,603
63386,52730,55681,538
15644,46723,55685,20068
71423,44097,55685,4538
32735,42443,55687,3903
13315,46975,55688,1379
27295,46882,55688,33988
49892,46696,55688,1953
36529,40995,55689,478
36539,40995,55689,802
36584,40995,55689,772
75451,44082,55690,1211
46776,49591,55692,1484
40057,49475,55695,3354
17094,47711,55698,2302
98596,48031,55698,6524
73541,49595,55699,2630
99548,40909,55699,73
99549,40909,55699,102
99564,40909,55699,91
99565,40909,55699,78
99579,40909,55699,109
99606,40909,55699,469
99625,40909,55699,72
99640,40909,55699,174
99647,40909,55699,44
99648,40909,55699,113
99649,40909,55699,80
99653,40909,55699,159
99695,40909,55699,7
26560,41237,55700,227
26574,41237,55700,664
59436,49441,55700,1872
18655,49890,55702,6515
63139,48906,55703,22789
17850,41993,55704,512
17865,41993,55704,58
15684,50130,55705,948
30537,43477,55705,1249
97346,45926,55705,888
27330,46024,55707,32135
51645,48163,55708,262
74644,51359,55711,573
18425,44080,55712,1099
62233,46704,55713,10037
31548,47057,55714,20020
97333,43365,55714,17443
24562,49548,55716,426
54667,47857,55717,4599
62014,48136,55717,4122
18453,46917,55718,1102
43720,46387,55719,1347
57435,39753,55720,247
70051,45078,55720,2518
70076,45078,55720,292
14728,47556,55722,1115
57467,44377,55723,293
78264,48855,55724,12339
78372,40191,55724,5452
13309,45957,55725,5981
3860,40861,55726,3450
43135,45700,55726,4488
52047,50310,55726,567
78503,37852,55726,21706
39191,41603,55728,7235
13680,49695,55729,1263
39183,40037,55730,16117
64859,46188,55730,1358
50313,49202,55731,17376
35619,46669,55733,5135
97753,45094,55733,1826
